task_id,collection_id,scenario_id,prompt,messages,runtime_output,response_under_review,metadata,feedback_source,feedback_action,edited_text,user_feedback,signal_id,attestation,reviewer_decision,reviewer_reason
phase28-task-025,phase26-collection-001,contract_risk_summary,"任务：请整理付款义务相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-001:phase26-collection-chunk-001]
资料摘录：资料说明客户需在发票日后三十日内付款，逾期服务可能暂停。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理付款义务相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-001:phase26-collection-chunk-001]\n资料摘录：资料说明客户需在发票日后三十日内付款，逾期服务可能暂停。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明客户需在发票日后三十日内付款，逾期服务可能暂停。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-001:phase26-collection-chunk-001]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明客户需在发票日后三十日内付款，逾期服务可能暂停。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-001:phase26-collection-chunk-001]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-001"", ""expected_citation"": ""[phase26-collection-source-001:phase26-collection-chunk-001]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明客户需在发票日后三十日内付款，逾期服务可能暂停。"", ""source_id"": ""phase26-collection-source-001"", ""task_id"": ""phase28-task-025"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-025,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-026,phase26-collection-002,contract_risk_summary,"任务：请整理服务水平相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-002:phase26-collection-chunk-002]
资料摘录：资料说明服务可用性目标和服务补偿可能写在订单或附件中。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理服务水平相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-002:phase26-collection-chunk-002]\n资料摘录：资料说明服务可用性目标和服务补偿可能写在订单或附件中。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明服务可用性目标和服务补偿可能写在订单或附件中。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-002:phase26-collection-chunk-002]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明服务可用性目标和服务补偿可能写在订单或附件中。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-002:phase26-collection-chunk-002]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-002"", ""expected_citation"": ""[phase26-collection-source-002:phase26-collection-chunk-002]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明服务可用性目标和服务补偿可能写在订单或附件中。"", ""source_id"": ""phase26-collection-source-002"", ""task_id"": ""phase28-task-026"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-026,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-027,phase26-collection-003,contract_risk_summary,"任务：请整理终止条款相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-003:phase26-collection-chunk-003]
资料摘录：资料说明任一方可在重大违约后三十日内终止协议。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理终止条款相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-003:phase26-collection-chunk-003]\n资料摘录：资料说明任一方可在重大违约后三十日内终止协议。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明任一方可在重大违约后三十日内终止协议。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-003:phase26-collection-chunk-003]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明任一方可在重大违约后三十日内终止协议。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-003:phase26-collection-chunk-003]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-003"", ""expected_citation"": ""[phase26-collection-source-003:phase26-collection-chunk-003]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明任一方可在重大违约后三十日内终止协议。"", ""source_id"": ""phase26-collection-source-003"", ""task_id"": ""phase28-task-027"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-027,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-028,phase26-collection-004,contract_risk_summary,"任务：请整理自动续约相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-004:phase26-collection-chunk-004]
资料摘录：资料说明协议可能按年度自动续约，除非提前通知终止。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理自动续约相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-004:phase26-collection-chunk-004]\n资料摘录：资料说明协议可能按年度自动续约，除非提前通知终止。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明协议可能按年度自动续约，除非提前通知终止。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-004:phase26-collection-chunk-004]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明协议可能按年度自动续约，除非提前通知终止。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-004:phase26-collection-chunk-004]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-004"", ""expected_citation"": ""[phase26-collection-source-004:phase26-collection-chunk-004]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明协议可能按年度自动续约，除非提前通知终止。"", ""source_id"": ""phase26-collection-source-004"", ""task_id"": ""phase28-task-028"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-028,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-029,phase26-collection-005,contract_risk_summary,"任务：请整理审计权利相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-005:phase26-collection-chunk-005]
资料摘录：资料说明客户可能有审计权，但审计频率、范围和保密要求需核对。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理审计权利相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-005:phase26-collection-chunk-005]\n资料摘录：资料说明客户可能有审计权，但审计频率、范围和保密要求需核对。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明客户可能有审计权，但审计频率、范围和保密要求需核对。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-005:phase26-collection-chunk-005]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明客户可能有审计权，但审计频率、范围和保密要求需核对。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-005:phase26-collection-chunk-005]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-005"", ""expected_citation"": ""[phase26-collection-source-005:phase26-collection-chunk-005]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明客户可能有审计权，但审计频率、范围和保密要求需核对。"", ""source_id"": ""phase26-collection-source-005"", ""task_id"": ""phase28-task-029"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-029,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-030,phase26-collection-006,contract_risk_summary,"任务：请整理数据处理相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-006:phase26-collection-chunk-006]
资料摘录：资料说明服务商可为提供服务处理客户数据，但未列出全部安全措施。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理数据处理相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-006:phase26-collection-chunk-006]\n资料摘录：资料说明服务商可为提供服务处理客户数据，但未列出全部安全措施。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明服务商可为提供服务处理客户数据，但未列出全部安全措施。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-006:phase26-collection-chunk-006]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明服务商可为提供服务处理客户数据，但未列出全部安全措施。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-006:phase26-collection-chunk-006]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-006"", ""expected_citation"": ""[phase26-collection-source-006:phase26-collection-chunk-006]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明服务商可为提供服务处理客户数据，但未列出全部安全措施。"", ""source_id"": ""phase26-collection-source-006"", ""task_id"": ""phase28-task-030"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-030,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-031,phase26-collection-007,contract_risk_summary,"任务：请整理责任限制相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-007:phase26-collection-chunk-007]
资料摘录：资料说明间接损失可能被排除，直接损失可能受费用上限限制。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理责任限制相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-007:phase26-collection-chunk-007]\n资料摘录：资料说明间接损失可能被排除，直接损失可能受费用上限限制。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明间接损失可能被排除，直接损失可能受费用上限限制。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-007:phase26-collection-chunk-007]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明间接损失可能被排除，直接损失可能受费用上限限制。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-007:phase26-collection-chunk-007]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-007"", ""expected_citation"": ""[phase26-collection-source-007:phase26-collection-chunk-007]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明间接损失可能被排除，直接损失可能受费用上限限制。"", ""source_id"": ""phase26-collection-source-007"", ""task_id"": ""phase28-task-031"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-031,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-032,phase26-collection-008,contract_risk_summary,"任务：请整理知识产权相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-008:phase26-collection-chunk-008]
资料摘录：资料说明客户保留输入资料权利，服务商保留平台技术权利。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理知识产权相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-008:phase26-collection-chunk-008]\n资料摘录：资料说明客户保留输入资料权利，服务商保留平台技术权利。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明客户保留输入资料权利，服务商保留平台技术权利。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-008:phase26-collection-chunk-008]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明客户保留输入资料权利，服务商保留平台技术权利。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-008:phase26-collection-chunk-008]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-008"", ""expected_citation"": ""[phase26-collection-source-008:phase26-collection-chunk-008]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明客户保留输入资料权利，服务商保留平台技术权利。"", ""source_id"": ""phase26-collection-source-008"", ""task_id"": ""phase28-task-032"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-032,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-033,phase26-collection-009,contract_risk_summary,"任务：请整理保密义务相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-009:phase26-collection-chunk-009]
资料摘录：资料说明双方需保护非公开信息，并限制未授权披露。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理保密义务相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-009:phase26-collection-chunk-009]\n资料摘录：资料说明双方需保护非公开信息，并限制未授权披露。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明双方需保护非公开信息，并限制未授权披露。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-009:phase26-collection-chunk-009]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明双方需保护非公开信息，并限制未授权披露。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-009:phase26-collection-chunk-009]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-009"", ""expected_citation"": ""[phase26-collection-source-009:phase26-collection-chunk-009]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明双方需保护非公开信息，并限制未授权披露。"", ""source_id"": ""phase26-collection-source-009"", ""task_id"": ""phase28-task-033"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-033,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-034,phase26-collection-010,contract_risk_summary,"任务：请整理违约责任相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-010:phase26-collection-chunk-010]
资料摘录：资料说明逾期交付可能触发违约金，但未列明上限和豁免情形。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理违约责任相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-010:phase26-collection-chunk-010]\n资料摘录：资料说明逾期交付可能触发违约金，但未列明上限和豁免情形。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料说明逾期交付可能触发违约金，但未列明上限和豁免情形。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-010:phase26-collection-chunk-010]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料说明逾期交付可能触发违约金，但未列明上限和豁免情形。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-010:phase26-collection-chunk-010]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-010"", ""expected_citation"": ""[phase26-collection-source-010:phase26-collection-chunk-010]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料说明逾期交付可能触发违约金，但未列明上限和豁免情形。"", ""source_id"": ""phase26-collection-source-010"", ""task_id"": ""phase28-task-034"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-034,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-035,phase26-collection-011,contract_risk_summary,"任务：请整理资料缺失相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-011:phase26-collection-chunk-011]
资料摘录：资料只说明存在补充订单，但没有给出订单正文、附件和适用范围。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理资料缺失相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-011:phase26-collection-chunk-011]\n资料摘录：资料只说明存在补充订单，但没有给出订单正文、附件和适用范围。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料只说明存在补充订单，但没有给出订单正文、附件和适用范围。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-011:phase26-collection-chunk-011]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料只说明存在补充订单，但没有给出订单正文、附件和适用范围。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-011:phase26-collection-chunk-011]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-011"", ""expected_citation"": ""[phase26-collection-source-011:phase26-collection-chunk-011]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料只说明存在补充订单，但没有给出订单正文、附件和适用范围。"", ""source_id"": ""phase26-collection-source-011"", ""task_id"": ""phase28-task-035"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-035,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
phase28-task-036,phase26-collection-012,contract_risk_summary,"任务：请整理引用冲突相关摘要、风险提示、引用依据和人工确认项。
资料引用：[phase26-collection-source-012:phase26-collection-chunk-012]
资料摘录：资料 A 说明提前三十日通知终止，资料 B 说明提前六十日通知终止，需要人工确认冲突。
只基于给定资料回答，不输出法律结论。","[{""role"": ""user"", ""content"": ""任务：请整理引用冲突相关摘要、风险提示、引用依据和人工确认项。\n资料引用：[phase26-collection-source-012:phase26-collection-chunk-012]\n资料摘录：资料 A 说明提前三十日通知终止，资料 B 说明提前六十日通知终止，需要人工确认冲突。\n只基于给定资料回答，不输出法律结论。""}]","摘要：资料显示：资料 A 说明提前三十日通知终止，资料 B 说明提前六十日通知终止，需要人工确认冲突。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-012:phase26-collection-chunk-012]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","摘要：资料显示：资料 A 说明提前三十日通知终止，资料 B 说明提前六十日通知终止，需要人工确认冲突。
风险提示：需结合完整合同、附件和业务背景人工确认；只做资料整理和风险提示，不判断合法/违法。
引用依据：[phase26-collection-source-012:phase26-collection-chunk-012]
人工确认：不输出法律结论，不能支持最终法律结论；需人工/法务结合完整材料确认。","{""chunk_id"": ""phase26-collection-chunk-012"", ""expected_citation"": ""[phase26-collection-source-012:phase26-collection-chunk-012]"", ""phase"": ""phase28"", ""response_contract"": ""contract_boundary_summary"", ""scenario_id"": ""contract_risk_summary"", ""source_excerpt"": ""资料 A 说明提前三十日通知终止，资料 B 说明提前六十日通知终止，需要人工确认冲突。"", ""source_id"": ""phase26-collection-source-012"", ""task_id"": ""phase28-task-036"", ""template_not_training_data"": true}",template_feedback,correction,,,phase28-template-signal-036,"{""capture_method"": ""phase28_template"", ""captured_at"": """", ""confirmed_actual_user_feedback"": false, ""consent_for_training_candidate_review"": false, ""not_scripted_or_curated"": false, ""operator_id"": """"}",pending_review,template row; not training data
